Step Number,Energy per particle,Pressure
0, 79267503233.61407, 285363062298.8062
10000, 18.177538918926697, 105.4565190068132
20000, -3.1012987036166204, 18.70906267676769
30000, -4.639753624671737, 11.327861452819496
40000, -5.129163422282501, 8.86274880447345
50000, -5.179335826088638, 8.587738735395623
60000, -5.371829445752036, 7.558814068411073
70000, -5.40967792393804, 7.3482074451897965
80000, -5.398769123799208, 7.476225471543446
90000, -5.460215450536962, 7.129768264099204
